Question,Answer,Category,polarity
小孩可以用吗现在怎么小孩都长头皮屑了,这真的一般小孩换个款用吧。我三个品牌换着用。,适用性,0
大家用这款洗面奶的时候泡泡多么？,多,质地,1
请问下你们都多久能用完？,大半年,使用寿命,0
赠品是一起发放吗？还是分两个快递,有赠品吗,赠品,0
这款沐浴露泡泡多吗？,还行,味道,0
有赠品吗,没有赠品，东西还可以,赠品,-1
你们都是什么价位买的,49,价格,0
这个味道怎么样,味很好闻，淡淡的香味，闻起来很清爽。,味道,1
为什么用完脸会发红发痛逗逗变黑,烟酰胺不耐受，试用可以建立耐受,不良反应,0
薄荷的洗了头皮会不会很干燥？,还好吧,不良反应,0
包装密封吗,还行,包装,0
买过的是正品吗，感觉买到假货了,第一次买，朋友们对京东评价蛮高的,认证产品,0
这个花果香是什么味道？会不会很刺鼻或者太香,不会,味道,1
这个洗发水好吗,好好好的不得了真的控油好,效果,1
长痘吗背后,没有，挺喜欢樱花的香味。,不良反应,1
初中生的孩子能用吗？,我的孩子是大学毕业后生的可以用，你初中就生的孩子不清楚。,适用性,0
您好我用了好多去屑的洗发水没什么效果头发还是有头屑这款洗发水去屑效果怎么样啊,不错,效果,1
适合十岁的孩子吗,应该可以吧,适用性,0
假滑嘛。,很滑,易冲洗,-1
宝宝洗了皮肤会拔干吗？香味重不重？成分安全吗,不重，好用,味道,1
有美白功能吗,没有啦，就是用完皮肤光滑清爽不油腻,功能,-1
你们收到的有包装膜吗？里面有封口吗，为什么我的没有,产品介绍说得很明白，认真看,包装,0
洗完会不会很滑，感觉没冲干净似的？,不算很滑但是要多冲一段时间才行,易冲洗,0
大家买过这款，感觉怎么样呢，用了有什么感受呢!,很好用的，多次回购的一款,效果,1
小姐们大腿洗的白吗？,洗不白，可以变香,功能,-1
请问樱花的气味好闻吗使用感如何？,好用,效果,1
气味好闻吗,很好闻,味道,1
过敏性皮肤用了没事么，清洁毛孔效果好么,过不过敏看自己，我敏感肌一直用，不过敏，要是换季时候用，有的人还过敏呢。,适用性,0
这洗面奶泡沫多吗？,用起泡网就很多很绵密,质地,1
好用吗适合干皮吗,不太适合,适用性,-1
对脂溢性皮炎有无帮助？,这个是病了，建议看医生，听医嘱。,功能,0
味道真的很重吗？,不重啊，小孩挺喜欢,味道,1
过敏性结膜炎可以用吗？,可以用，这个不辣眼,适用性,1
会起头皮屑么,不会,不良反应,0
大汉可以用吗，熬夜油多,可以，没问题，温水泡脸再洗，再泡再洗，再糙的汉子，两次也足够,适用性,1
去鸡皮肤吗,你可以买磨砂膏,功能,0
去屑和控油效果怎么样，良心回答。,去屑效果不错，控油效果一般。个人感觉,效果,0
留香持久吗,不会,效果,-1
14岁可以用吗,14个月都能用,适用性,1
请问各位，用这个洗完头，会很油吗,不油,不良反应,1
能防止脱发吗,试试看呗！,功能,0
会不会掉发,会吧，我后面秃了，每次抹都是先抹后面。。。,不良反应,-1
请问！这款洗发水好用吗？谢谢,挺好用的，很控油，无头皮屑,效果,1
你们买到的洗面奶是真货吗,真的,认证产品,1
大人可以用吗？,我就是买了自己用的，觉得可以,适用性,0
头发很油有味道，用这款怎样,可以，，有效果。,效果,1
我怎么用这个洗头发头皮屑越来越多,我用的挺好的,不良反应,1
平时头发是一天一洗，长期用这款会达到三天一洗的效果吗？,可以的，一周两次，清爽去油，不伤发质,效果,1
1000毫升比550毫升瓶子高出多少,高不了多少，瓶子要胖一点,尺寸,0
这一款的质地多吗，容易清洗不，之前都是用绿色溪谷的花瓣沐浴露,还行吧，就是普通的沐浴露，没什么特别的,易冲洗,0
有去屑效果吗？,不好、越洗越多而且头皮痒,效果,-1
这个可以炖汤吗？,可以的，可以洗肠胃,功能,1
真的可以止痒祛痘嘛，有痘印怎么解决,不能,功能,-1
香味次鼻吗,不刺鼻，洗的时候是挺香的，洗完后就不怎么香了,味道,1
大家好，问一下大家，泡沫丰富吗,还可以,质地,0
这个霸王怎么样，我头发爱出油掉发，其他洗发水一天一洗，这个可以坚持达到两天一洗吗？,比用别的好点，别的掉更多,效果,1
生产日期是不是近期的？,是近期的，用起来还可以,有效期,1
洗完头会有特别多的头皮屑用这款会减少头皮屑吗,可以,功能,1
小姐们大腿洗的白吗？,就是香，其他没有任何效果,功能,-1
包一套物流吗？,包邮,物流,1
香吗？有味道吗,桃子味，不浓,味道,0
会不会掉发啊,我还是会,不良反应,-1
啫喱款的会不会不好冲洗假滑,挺好冲洗的,易冲洗,1
止痒能坚持多久,2天，,效果,0
包装盒里面没有一张产品说明书，是真货？,没有也没有锡膜封口有些纳闷,认证产品,0
用完会不会掉一大把头发,不会的,不良反应,1
油发用了头发不油了吗,不油了,效果,1
你们一瓶能用多久,看你的脸大小了,使用寿命,0
去屑效果好不好,效果相当好。,效果,1
买的自营你们洗脸有泡沫么？,有泡沫只是很细小而已,质地,0
用着啥样，起头皮屑吗？难闻吗？,还可以我觉得好用,味道,1
男生可以用吗??,不分男女,适用性,1
大家有没有刚洗完头两天，头上好像有好多油,有点，头发好像更容易油了，不知是天气热还是～,不良反应,-1
16岁可以用吗？,可以啊,适用性,1
这款可悠然沐浴露是正品吗？很少在京东买东西，麻烦大家帮回复一下哈。,是正品哦，放心购买，味道好闻！,认证产品,1
是正品吗，感觉如何,是正品啦,认证产品,1
能除螨吗,不能,功能,-1
这款去油效果如何？会生痘吗？我T区出油挺厉害。不知是否适合。,不太好用，我起痘痘了,效果,-1
泡沫丰富吗？,我一直用这个牌子，挺好的,质地,1
沙宣能去头屑吗？,可以特别喜欢京东非常好,效果,1
冬天用这个会不会太干燥了,不会，非常舒服,不良反应,1
请问我娃儿手臂上有痘痘用了这款沐浴露能清除吗？,成人的还是可以的，多少有点用处。,功能,1
有没有用完起头屑的绿瓶,有喜欢这个味道但是用这个头皮特别多，之前用起过，最近买的用的还是起，看个人可能,不良反应,-1
好不好用！,用了多半个月，头发明显不油了，而且还有光泽，趁活动再屯几瓶。,效果,1
请问这款洗发水好用吗？是否是正品啊,好用是正品,效果,1
这个效果怎么样,很好,效果,1
这款去头屑好不好,没有任何去屑效果。干了立马就有头皮屑,效果,-1
为什么我用这个脸上起皮特别严重?,不合适退货啊，有些洗面奶就是不适合,不良反应,0
味道好闻吗,这款味道我不是很喜欢。,味道,-1
日期新嘛，不会快过期了嘛,日期很新的,有效期,1
不用护发素的话，洗完头发柔顺吗？,我单独买了红色小象的护发素一起用,效果,0
适合十岁的孩子吗,都可以,适用性,1
身上痒长豆豆可以用吗,可以，好用,适用性,1
有适合一岁半的孩子用的洗发水吗？有的说了这款可以用，有的又说不行,可以,适用性,1
为什么洗完头特别油，痒痒的，还有小颗粒结痂,我用着一直还不错啊，咋会有这个症状呢,不良反应,0
这个用了头皮痒吗头发顺滑吗？会不会油油的？,不会，你用猪油洗洗完才会油油的,不良反应,1
高中生可以用吗？,可以用,适用性,1
请问一下，这个好用吗？小孩用久后会有头屑吗？,好用,不良反应,1
洗发水质量怎么样，头皮屑多么,不多，质量还行,质量,0
控油不咋样，头屑越用越多。你们的效果怎么样？??,控油不错,效果,1
刺激眼睛吗,不刺激,不良反应,1
用阿道夫会掉发吗,不会,不良反应,1
有用这个头皮痒的吗？最近用的阿道夫的头皮痒还掉头发严重！,阿道夫真不好，我都扔了,不良反应,-1
沐浴露洗完假滑吗？,挺好,易冲洗,1
这个买回来就没有封口吗,封口的。,包装,1
这款二合一好用吗？新生儿过敏体质可以用吗？,我是等宝宝出月子后才使用这款目前来说都挺好的二合一方便,适用性,0
这个能止痒吗,止痒效果一般,功能,0
怎么没有口膜,没有的,包装,-1
洗了之后真的有头皮凉的感觉吗？,冰爽的很，很舒服,效果,1
谁用过桔色的味道怎样？,两种都喜欢,味道,1
好冲洗吗？？会不会假滑？,好冲洗,易冲洗,1
为什么我洗完感觉涩涩的？,含皂基，有这种感觉正常，但是不至于涩到发干。比假滑的舒服。,不良反应,0
像我这样69岁老人家能用吗？谢谢大家,可以很温和,适用性,1
好用吗？用完真的蓬松不油吗？,是的,效果,1
可以祛痘吗,不行的，那都是被商家夸大的，也就一般般。,功能,-1
好用吗,挺好用的,效果,1
去屑吗？亲们,之前我儿子洗头发是我们成年人洗发水，后来有头皮屑，现在用这款没有多久头皮屑没有了，感觉可以,效果,1
会不会假滑，冲不干净的感觉,没有假滑的感觉呀,易冲洗,0
这款四岁可以用吗？,可以,适用性,1
孕妇可以使用吗,可以，这洗面奶比较温和,适用性,1
孩子可以用吗,孩子买专用的比较好,适用性,0
这款好用吗？,姑娘说不错,效果,1
孩子头发干燥，毛躁可以用吗,可以，我闺女自来卷用了梳起来不那么容易打结了,适用性,1
用了可以祛痘吗,可以,功能,1
反正我用了长痘痘，服了,我是超级敏感痘痘肌，用这个温和不刺激，没过敏也没长痘,不良反应,1
这个效果好吗？头发很油，最近总熬夜脱发比较严重，不是遗传的,有效，我就是你这样的,效果,1
亲们请问T区容易油干皮适合用这个吗,挺适合的,适用性,1
这款洗发水，控油怎么样？,这款洗发水，控油还可以的。,效果,1
可以洗腿毛吗？,可以,功能,1
这款洗发水为啥这么油！不是适合油性发质嘛，洗完第二天就油到不行！,个体不同吧,适用性,0
适合油皮痘痘肌吗亲们,氨基酸合适所有肌肤使用，放心吧，,适用性,1
16岁能用吗，没用过洗面奶,可以呀，这个很温和的,适用性,1
是不是正品了。,是正品,认证产品,1
会过敏吗？,不会我敏感肌用了都不用用完很舒服没有紧绷感鼻子黑头比以前好些了,不良反应,1
请这个洗发水是正品吗、,还可以,认证产品,0
头发毛躁，用完沙宣会变顺滑吗？,顺滑，洗后头发清爽净澈,功能,1
为啥用了，起了很多小的头皮屑？,没有你说的这种情况啊,不良反应,0
这个除螨效果好不好？？背部一直痒还有胳臂,一般，没那么神奇。,效果,0
柠檬味很重吗？,并没有很重,味道,0
这款是正品吗,是，自营店,认证产品,1
这款好冲洗吗？会不会总感觉没有清洗干净一样，滑溜溜的？,好冲洗,易冲洗,1
有酒精气味吗,没有，只有桃子味,味道,1
绿色的掉头发吗,不掉,不良反应,1
孕妇可以用吗？,孕期可以用，我现在哺乳期，孕期时洗发水沐浴露都和之前一样，没出现什么问题,适用性,1
这款容易冲洗吗？会不会有滑滑的感觉呢？,不假滑,易冲洗,1
一瓶大概可以用多久呀？,2个月吧，我用的比较费,使用寿命,0
洗完了会炸毛吗,不会,不良反应,1
怎么没有口膜,没有,包装,-1
哺乳期可以用吗,尽量不要用这种都有化学用品不要太多的使用,适用性,-1
去屑效果好不好,非常好用，我都用了10几年,效果,1
干性皮肤用了这个会不会起皮？,不会,不良反应,1
油性发质第二天就油的那种，用这个控油吗,我用完之后，第二天也很油,功能,-1
大家用这个感觉里面有颗粒吗，为什么我在屈臣氏买的刚开始没有颗粒，越用里面颗粒越多,我也感觉有点,质地,-1
